text,H2CO2 ratio (molmol),CO2 conversion ratio(%),CH4 selectivity (%),CH4 yield(%)
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 270, Pressure: 1.0], WHSV: 1.67, Content of inert components in raw materials: 33.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 43.483, CH4 selectivity: 97.412, CH4 yield: 42.358",4.0,43.483,97.412,42.358
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 5.09, Formation Energy A: -0.3008, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 600, Pressure: 1.0, Time: 1.0], Process: [Temperature: 275, Pressure: 1.0], WHSV: 1.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 6.646, CH4 selectivity: 96.552, CH4 yield: 6.417",4.0,6.646,96.552,6.417
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.86, Formation Energy A: -3.316, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 3.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 4.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 25.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 75.141, CH4 selectivity: 96.852, CH4 yield: 72.776",4.0,75.141,96.852,72.776
"Active component: [Density: 7.59, Formation Energy: 0.148, Content: 1.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.5614285714285712, Formation Energy A: -3.081, Content A: 99.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 5.0], Reduction: [Temperature: 400, Pressure: 1.0, Time: 0.5], Process: [Temperature: 350, Pressure: 10.0], WHSV: 14.33, Content of inert components in raw materials: 8.75 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 88.158, CH4 selectivity: 76.432, CH4 yield: 67.381",4.0,88.158,76.432,67.381
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 26.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 74.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 500, Time: 2.0], Reduction: [Temperature: 700, Pressure: 1.0, Time: 1.0], Process: [Temperature: 275, Pressure: 1.0], WHSV: 1.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 6.286, CH4 selectivity: 93.914, CH4 yield: 5.903",4.0,6.286,93.914,5.903
"Active component: [Density: 12.38, Formation Energy: 0.022, Content: 1.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 99.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 5], Calcination: [Temperature: 25, Time: 0.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 550, Pressure: 1.0], WHSV: 4.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 48.718, CH4 selectivity: 52.013, CH4 yield: 25.34",4.0,48.718,52.013,25.34
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 30.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 70.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 400, Pressure: 5.0, Time: 2.0], Process: [Temperature: 270, Pressure: 5.0], WHSV: 12.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 97.929, CH4 selectivity: 94.05, CH4 yield: 92.102",4.0,97.929,94.05,92.102
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.97, Formation Energy A: -3.02, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 6.0], Reduction: [Temperature: 800, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 36.19, CH4 selectivity: 86.438, CH4 yield: 31.282",4.0,36.19,86.438,31.282
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 60.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 2.63, Formation Energy A: -3.04, Content A: 40.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 3, Cost: 3], Calcination: [Temperature: 550, Time: 2.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 1.0, Content of inert components in raw materials: 44.5 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 74.118, CH4 selectivity: 98.926, CH4 yield: 73.322",4.0,74.118,98.926,73.322
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 30.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 38.3, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 280, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 75.097, CH4 selectivity: 99.9, CH4 yield: 75.022",4.0,75.097,99.9,75.022
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 5.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 95.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 550, Pressure: 1.0, Time: 1.0], Process: [Temperature: 310, Pressure: 1.0], WHSV: 0.83, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 33.936, CH4 selectivity: 100.0, CH4 yield: 33.936",3.0,33.936,100.0,33.936
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 67.6, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 380, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 62.393, CH4 selectivity: 97.852, CH4 yield: 61.053",4.0,62.393,97.852,61.053
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 37.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 63.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 400, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 4.0], Process: [Temperature: 170, Pressure: 1.0], WHSV: 12.5, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 1.064, CH4 selectivity: 84.375, CH4 yield: 0.898",4.0,1.064,84.375,0.898
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.5, Formation Energy A: 0.322, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 5.0], Reduction: [Temperature: 400, Pressure: 1.0, Time: 2.0], Process: [Temperature: 600, Pressure: 1.0], WHSV: 2.5, Content of inert components in raw materials: 10.0 -> H2/CO2 ratio: 0.8, CO2 conversion ratio: 47.42, CH4 selectivity: 69.425, CH4 yield: 32.921",0.8,47.42,69.425,32.921
"Active component: [Density: 6.76, Formation Energy: -1.218, Content: 30.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 70.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 200, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 25.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 2.944, CH4 selectivity: 97.28, CH4 yield: 2.864",4.0,2.944,97.28,2.864
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 51.7, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 3, Cost: 2], Calcination: [Temperature: 500, Time: 4.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 3.0, Content of inert components in raw materials: 60.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 54.167, CH4 selectivity: 99.49, CH4 yield: 53.891",4.0,54.167,99.49,53.891
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 13.0], Promoter: [Density: 1.02, Formation Energy: 0.016, Content: 0.1], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 86.9, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 1.0], Process: [Temperature: 280, Pressure: 1.0], WHSV: 1.0, Content of inert components in raw materials: 49.0 -> H2/CO2 ratio: 50.0, CO2 conversion ratio: 100.0, CH4 selectivity: 99.739, CH4 yield: 99.739",50.0,100.0,99.739,99.739
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 2], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 39.461, CH4 selectivity: 88.543, CH4 yield: 34.94",4.0,39.461,88.543,34.94
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 15.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 85.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 2], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 75.148, CH4 selectivity: 96.881, CH4 yield: 72.804",4.0,75.148,96.881,72.804
"Active component: [Density: 9.2, Formation Energy: 0.025, Content: 48.1], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.367, Formation Energy A: -0.51, Content A: 51.9, Density B: 1.66, Formation Energy B: -0.403], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 700, Time: 2.0], Reduction: [Temperature: 400, Pressure: 30.0, Time: 8.0], Process: [Temperature: 270, Pressure: 30.0], WHSV: 0.833, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 39.4, CH4 selectivity: 98.503, CH4 yield: 38.81",4.0,39.4,98.503,38.81
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 72.5, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 56.695, CH4 selectivity: 99.284, CH4 yield: 56.289",4.0,56.695,99.284,56.289
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 85.0, Density B: 6.04, Formation Energy B: -3.755], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 5.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 1.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 7.4, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 3.5, CO2 conversion ratio: 43.552, CH4 selectivity: 99.913, CH4 yield: 43.514",3.5,43.552,99.913,43.514
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 3.87, Formation Energy A: -3.352, Content A: 90.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 2], Calcination: [Temperature: 500, Time: 3.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 2.0], Process: [Temperature: 450, Pressure: 1.0], WHSV: 6.67, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 67.744, CH4 selectivity: 90.972, CH4 yield: 61.628",4.0,67.744,90.972,61.628
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 6.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 94.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 450, Pressure: 1.0, Time: 2.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 4.0, Content of inert components in raw materials: 20.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 85.714, CH4 selectivity: 100.0, CH4 yield: 85.714",4.0,85.714,100.0,85.714
"Active component: [Density: 12.32, Formation Energy: 0.131, Content: 2.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 98.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 3.0], Reduction: [Temperature: 550, Pressure: 1.0, Time: 1.0], Process: [Temperature: 250, Pressure: 1.0], WHSV: 0.83, Content of inert components in raw materials: 80.0 -> H2/CO2 ratio: 3.0, CO2 conversion ratio: 4.618, CH4 selectivity: 0.0, CH4 yield: 0.0",3.0,4.618,0.0,0.0
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 49.2, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 400, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 74.839, CH4 selectivity: 99.123, CH4 yield: 74.183",4.0,74.839,99.123,74.183
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 80.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 500, Pressure: 10.0, Time: 2.0], Process: [Temperature: 350, Pressure: 1.0], WHSV: 6.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 30.466, CH4 selectivity: 44.0, CH4 yield: 13.405",4.0,30.466,44.0,13.405
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 12.0], Promoter: [Density: 8.98, Formation Energy: 0.075, Content: 6.0], Support: [Density A: 1.94, Formation Energy A: 0.008, Content A: 82.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 5, Cost: 1], Calcination: [Temperature: 350, Time: 4.0], Reduction: [Temperature: 350, Pressure: 1.0, Time: 1.0], Process: [Temperature: 330, Pressure: 1.0], WHSV: 2.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 79.13, CH4 selectivity: 99.688, CH4 yield: 78.883",4.0,79.13,99.688,78.883
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 10.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.04, Formation Energy A: -3.755, Content A: 49.2, Density B: 3.87, Formation Energy B: -3.352], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 550, Time: 6.0], Reduction: [Temperature: 500, Pressure: 1.0, Time: 10.0], Process: [Temperature: 300, Pressure: 1.0], WHSV: 10.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 71.742, CH4 selectivity: 99.753, CH4 yield: 71.565",4.0,71.742,99.753,71.565
"Active component: [Density: 9.22, Formation Energy: 0.046, Content: 20.0], Promoter: [Density: 0.0, Formation Energy: 0.0, Content: 0.0], Support: [Density A: 6.99, Formation Energy A: -3.755, Content A: 80.0, Density B: 0.0, Formation Energy B: 0], Preparation: [Scalability: 4, Cost: 3], Calcination: [Temperature: 450, Time: 4.0], Reduction: [Temperature: 500, Pressure: 10.0, Time: 2.0], Process: [Temperature: 370, Pressure: 1.0], WHSV: 6.0, Content of inert components in raw materials: 0.0 -> H2/CO2 ratio: 4.0, CO2 conversion ratio: 88.53, CH4 selectivity: 87.333, CH4 yield: 77.316",4.0,88.53,87.333,77.316
